TESTTIME,STATE,PFACTOR,VOLT,AMP,WATT,WHR,FREQ,FREZ,CAB,AMB,FREZDOOR,CABDOOR,DEFREC,EVAPIN,EVAPOUT,FREEZERTP1,FREEZERMID2,FREEZERBTM3,FREEZER4,FREEZER5,CABTP1,CABMID2,CABBTM3,CRISPER 1,CRISPER 2,AMBLEFT,AMBRIGHT,DRAINPANIN,DRAINPANOUT,SUCTIONLINE,DISCHARGE,CONDIN,CONDOUT,HLOUT,DOME,HLIN,FILLTUBE,IMMOLD,PANTRY1,PANTRY2,PANTRY3,PANTRY4,PANTRY5,FCBASKET1,FCBASKET2,HUMIDITY,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34
1:07:38,2,0.60,103.7,14.80,9.17,0.12052,60.03,5.94,41.01,88.81,-999.00,-999.00,0,-12.72,-5.62,10.22,0.38,9.17,1.41,8.50,39.16,42.52,41.36,43.09,45.11,88.60,89.01,109.59,113.59,102.25,160.05,110.82,92.60,111.24,141.56,149.62,-3.71,-3.53,38.13,44.75,46.05,46.21,43.67,1.90,0.36,84.9,1,2,33.26,-1.26,-9.22,31.64,87.80,47.66,0,80.00,80.00,2.00,96.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.40,6.30,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:08:23,2,0.60,103.7,14.80,9.14,0.12182,60.02,5.89,40.98,88.81,-999.00,-999.00,0,-12.61,-5.64,10.19,0.33,9.11,1.34,8.44,39.15,42.47,41.32,43.07,45.09,88.58,89.00,109.54,113.49,102.22,159.91,110.76,92.62,111.19,141.38,149.49,-3.71,-3.53,38.15,44.74,46.03,46.21,43.66,1.87,0.32,84.9,1,2,33.26,-1.30,-9.08,31.64,87.80,47.64,0,80.00,80.00,2.00,96.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.40,6.30,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:09:18,2,0.60,103.6,14.80,9.17,0.12313,60.02,5.85,40.95,88.79,-999.00,-999.00,0,-12.61,-5.69,10.13,0.31,9.02,1.26,8.34,39.08,42.44,41.29,43.05,45.08,88.60,89.01,109.48,113.46,102.19,159.79,110.69,92.67,111.10,141.21,149.43,-3.67,-3.53,38.15,44.73,46.01,46.19,43.64,1.85,0.29,84.9,1,2,33.26,-1.30,-9.11,31.73,87.80,47.66,0,80.00,80.00,2.00,96.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.40,6.30,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:10:08,2,0.60,103.7,14.70,9.11,0.12438,60.03,5.81,40.94,88.80,-999.00,-999.00,0,-12.60,-5.82,10.10,0.32,8.96,1.23,8.30,39.10,42.42,41.26,43.04,45.46,88.60,89.01,109.45,113.42,102.19,159.63,110.65,92.72,111.07,141.08,149.21,-3.70,-3.52,38.16,44.71,46.00,46.16,43.61,1.80,0.24,85.0,1,2,33.26,-1.30,-9.22,31.84,87.75,47.66,0,80.00,80.00,2.00,96.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.40,6.30,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:10:58,2,0.60,103.6,14.80,9.17,0.12563,60.01,5.76,40.90,88.80,-999.00,-999.00,0,-12.66,-5.91,10.10,0.29,8.91,1.20,8.24,39.04,42.41,41.25,43.03,45.61,88.60,89.01,109.39,113.38,102.19,159.53,110.61,92.72,111.04,140.96,149.27,-3.72,-3.54,38.19,44.67,45.97,46.15,43.58,1.75,0.19,85.0,1,2,33.26,-1.30,-9.22,31.96,87.64,47.66,0,80.00,80.00,2.00,96.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.40,6.30,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:11:42,2,0.60,103.6,14.80,9.14,0.12694,59.98,5.71,40.88,88.80,-999.00,-999.00,0,-12.65,-5.88,10.09,0.29,8.88,1.20,8.20,39.04,42.41,41.25,42.99,45.60,88.59,89.04,109.40,113.39,102.11,159.48,110.63,92.69,111.04,140.85,149.09,-3.73,-3.56,38.19,44.66,45.97,46.13,43.57,1.72,0.17,84.8,1,2,33.26,-1.30,-9.22,32.00,87.62,47.66,0,80.00,80.00,2.00,96.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.40,6.30,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:12:37,2,0.60,103.6,14.80,9.01,0.12818,59.99,5.67,40.86,88.82,-999.00,-999.00,0,-12.65,-5.95,10.03,0.24,8.79,1.11,8.11,38.99,42.34,41.23,42.98,45.61,88.60,89.04,109.10,113.16,102.11,159.40,110.35,92.65,110.75,140.75,149.04,-3.74,-3.59,38.20,44.62,45.95,46.11,43.54,1.68,0.13,84.6,1,2,33.22,-1.32,-9.22,32.00,87.62,47.66,0,80.00,80.00,2.00,96.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.40,6.30,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:13:28,2,0.60,103.5,14.80,9.17,0.12948,59.98,5.62,40.83,88.83,-999.00,-999.00,0,-12.61,-5.99,9.97,0.21,8.71,1.05,8.05,38.97,42.31,41.21,42.97,45.59,88.60,89.06,109.14,113.15,102.06,159.20,110.34,92.72,110.76,140.65,148.84,-3.75,-3.59,38.23,44.61,45.92,46.10,43.52,1.64,0.08,84.5,1,2,33.15,-1.35,-9.22,32.00,87.62,47.64,0,80.00,80.00,2.00,94.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.40,6.30,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:14:18,2,0.60,103.6,14.50,8.93,0.13072,59.97,5.58,40.80,88.83,-999.00,-999.00,0,-12.61,-5.70,9.92,0.19,8.65,1.02,8.00,38.94,42.29,41.18,42.97,45.57,88.56,89.02,109.19,113.15,102.07,158.89,110.39,92.68,110.80,140.49,148.58,-3.74,-3.60,38.24,44.59,45.91,46.08,43.51,1.62,0.05,84.5,1,2,33.08,-1.43,-9.22,32.02,87.62,47.66,0,80.00,80.00,2.00,96.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.40,6.30,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:15:08,2,0.60,103.6,14.50,8.93,0.13194,59.98,5.54,40.79,88.83,-999.00,-999.00,0,-12.61,-5.64,9.92,0.19,8.60,0.97,7.96,38.92,42.26,41.16,42.96,45.56,88.60,89.07,109.16,113.09,102.08,158.73,110.38,92.67,110.78,140.36,148.26,-3.75,-3.60,38.25,44.57,45.88,46.06,43.49,1.58,0.02,84.4,1,2,33.08,-1.43,-9.17,32.18,87.62,47.66,0,80.00,80.00,2.00,94.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.30,6.20,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:15:58,2,0.60,103.6,14.50,8.97,0.13323,60.00,5.51,40.76,88.81,-999.00,-999.00,0,-12.53,-5.61,9.89,0.14,8.54,0.94,7.86,38.88,42.26,41.12,42.94,45.54,88.55,89.01,109.09,112.98,102.06,158.47,110.30,92.66,110.70,140.18,148.13,-3.77,-3.61,38.26,44.54,45.86,46.03,43.46,1.52,-0.02,84.2,1,2,33.08,-1.48,-9.04,32.23,87.62,47.66,0,80.00,80.00,2.00,94.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.30,6.20,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:16:48,2,0.60,103.6,14.50,8.97,0.13445,59.99,5.47,40.75,88.81,-999.00,-999.00,0,-12.48,-5.74,9.89,0.15,8.51,0.91,7.84,38.86,42.26,41.12,42.91,45.52,88.58,89.01,109.06,112.98,101.89,158.46,110.27,92.60,110.68,140.05,148.00,-3.75,-3.60,38.28,44.52,45.86,46.04,43.46,1.50,-0.05,84.1,1,2,33.08,-1.48,-9.04,32.36,87.62,47.66,0,80.00,80.00,2.00,94.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.30,6.20,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:17:37,2,0.60,103.6,14.40,8.95,0.13573,59.99,5.44,40.73,88.79,-999.00,-999.00,0,-12.52,-5.88,9.84,0.14,8.46,0.86,7.81,38.85,42.23,41.10,42.90,45.50,88.56,89.01,109.04,112.95,101.90,158.34,110.25,92.50,110.65,139.92,147.91,-3.75,-3.61,38.29,44.50,45.83,46.01,43.42,1.46,-0.08,84.0,1,2,33.08,-1.48,-9.04,32.44,87.62,47.64,0,80.00,80.00,2.00,94.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.30,6.20,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:18:28,2,0.60,103.6,14.50,8.95,0.13695,59.99,5.41,40.72,88.79,-999.00,-999.00,0,-12.55,-5.83,9.84,0.14,8.40,0.84,7.72,38.83,42.21,41.10,42.90,45.48,88.55,89.00,109.00,112.92,101.89,158.17,110.22,92.48,110.63,139.76,147.75,-3.77,-3.62,38.30,44.48,45.81,46.00,43.40,1.43,-0.13,84.0,1,2,33.08,-1.48,-9.09,32.54,87.62,47.48,0,80.00,80.00,2.00,94.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.30,6.20,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:19:18,2,0.60,103.6,14.50,8.94,0.13817,59.99,5.37,40.69,88.78,-999.00,-999.00,0,-12.57,-5.80,9.79,0.14,8.33,0.83,7.70,38.78,42.15,41.07,42.86,45.48,88.55,88.99,108.96,112.85,101.87,158.09,110.17,92.48,110.58,139.66,147.75,-3.81,-3.64,38.30,44.46,45.79,45.99,43.37,1.41,-0.17,84.1,1,2,33.06,-1.48,-9.20,32.56,87.62,47.48,0,80.00,80.00,2.00,94.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.30,6.20,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:20:08,2,0.60,103.6,14.50,8.93,0.13945,60.00,5.34,40.65,88.78,-999.00,-999.00,0,-12.57,-5.85,9.78,0.11,8.27,0.78,7.64,38.77,42.15,41.04,42.85,45.46,88.55,89.00,108.92,112.84,101.84,157.95,110.13,92.49,110.54,139.58,147.66,-3.80,-3.64,38.34,44.44,45.77,45.97,43.36,1.36,-0.20,84.1,1,2,33.08,-1.48,-9.06,32.70,87.62,47.48,0,80.00,80.00,2.00,94.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.30,6.20,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:20:54,2,0.60,103.6,14.50,8.94,0.14067,60.00,5.30,40.63,88.79,-999.00,-999.00,0,-12.57,-5.92,9.73,0.11,8.22,0.74,7.59,38.73,42.13,41.03,42.85,45.45,88.55,89.01,108.90,112.81,101.81,157.85,110.12,92.54,110.54,139.47,147.60,-3.79,-3.66,38.34,44.41,45.75,45.94,43.34,1.34,-0.23,84.1,1,2,33.05,-1.48,-9.17,32.72,87.62,47.53,0,80.00,80.00,2.00,94.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.30,6.20,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:21:48,2,0.60,103.6,14.40,8.90,0.14191,60.00,5.26,40.62,88.78,-999.00,-999.00,0,-12.59,-6.02,9.73,0.11,8.17,0.70,7.53,38.72,42.12,40.99,42.83,45.43,88.55,89.01,108.90,112.81,101.73,157.86,110.11,92.54,110.52,139.39,147.55,-3.82,-3.67,38.38,44.40,45.75,45.93,43.31,1.30,-0.25,84.2,1,2,32.92,-1.50,-9.22,32.72,87.62,47.66,0,80.00,80.00,2.00,94.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.30,6.20,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:22:35,2,0.60,103.6,14.50,8.93,0.14318,60.02,5.23,40.60,88.78,-999.00,-999.00,0,-12.63,-6.08,9.70,0.11,8.13,0.67,7.50,38.71,42.12,40.99,42.82,45.42,88.55,89.01,108.88,112.80,101.76,157.72,110.11,92.58,110.51,139.33,147.42,-3.81,-3.68,38.40,44.36,45.74,45.93,43.31,1.27,-0.27,84.3,1,2,32.90,-1.50,-9.22,32.72,87.62,47.66,0,80.00,80.00,2.00,94.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.30,6.20,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:23:28,2,0.60,103.6,14.40,8.83,0.14439,60.00,5.20,40.58,88.78,-999.00,-999.00,0,-12.63,-6.01,9.68,0.09,8.06,0.65,7.43,38.68,42.07,40.97,42.82,45.42,88.55,89.01,108.86,112.75,101.73,157.57,110.06,92.58,110.47,139.23,147.31,-3.83,-3.68,38.41,44.35,45.73,45.92,43.27,1.24,-0.29,84.4,1,2,32.90,-1.56,-9.22,32.72,87.62,47.64,0,80.00,80.00,2.00,94.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.20,6.10,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:24:16,2,0.60,103.7,14.30,8.81,0.14566,60.01,5.16,40.55,88.78,-999.00,-999.00,0,-12.62,-5.86,9.61,0.02,7.98,0.61,7.36,38.62,42.04,40.92,42.78,45.40,88.55,89.01,108.81,112.71,101.74,157.37,110.03,92.47,110.42,139.09,147.06,-3.87,-3.69,38.41,44.34,45.71,45.89,43.26,1.23,-0.32,84.6,1,2,32.90,-1.62,-9.22,32.74,87.62,47.64,0,80.00,80.00,2.00,93.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.20,6.10,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:25:02,2,0.60,103.7,14.50,8.83,0.14686,60.00,5.12,40.53,88.78,-999.00,-999.00,0,-12.63,-5.81,9.63,0.04,7.96,0.58,7.33,38.61,42.01,40.94,42.76,45.38,88.55,89.01,108.78,112.66,101.75,157.29,110.00,92.47,110.39,138.99,146.91,-3.88,-3.69,38.42,44.33,45.71,45.88,43.25,1.22,-0.35,84.8,1,2,32.83,-1.63,-9.22,32.87,87.62,47.64,0,80.00,80.00,2.00,93.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.30,6.20,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:25:58,2,0.60,103.6,14.30,8.84,0.14813,60.01,5.10,40.51,88.78,-999.00,-999.00,0,-12.60,-5.68,9.55,0.01,7.89,0.58,7.27,38.55,42.01,40.86,42.76,45.37,88.55,89.01,108.75,112.64,101.73,157.25,109.97,92.49,110.37,138.88,146.90,-3.88,-3.69,38.45,44.31,45.71,45.88,43.23,1.17,-0.38,84.8,1,2,32.74,-1.64,-9.13,32.90,87.57,47.66,0,80.00,80.00,2.00,93.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.20,6.10,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:26:47,2,0.60,103.6,14.30,8.86,0.14933,59.99,5.05,40.48,88.78,-999.00,-999.00,0,-12.57,-5.85,9.53,-0.02,7.84,0.53,7.21,38.52,42.00,40.85,42.74,45.36,88.55,89.01,108.73,112.60,101.68,157.19,109.95,92.51,110.33,138.78,146.77,-3.87,-3.69,38.48,44.28,45.68,45.86,43.23,1.16,-0.40,84.9,1,2,32.74,-1.66,-9.04,32.93,87.47,47.66,0,80.00,80.00,2.00,93.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.20,6.10,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:27:36,2,0.60,103.6,14.30,8.82,0.15059,60.00,5.01,40.45,88.78,-999.00,-999.00,0,-12.61,-5.87,9.53,-0.03,7.82,0.52,7.18,38.52,41.99,40.84,42.72,45.36,88.55,89.01,108.69,112.59,101.64,157.00,109.93,92.51,110.31,138.69,146.82,-3.89,-3.71,38.47,44.25,45.65,45.85,43.21,1.10,-0.43,85.0,1,2,32.72,-1.66,-9.09,33.06,87.46,47.66,0,80.00,80.00,2.00,93.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.20,6.10,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:28:28,2,0.60,103.6,14.30,8.82,0.15180,59.99,4.97,40.44,88.78,-999.00,-999.00,0,-12.60,-5.91,9.51,-0.06,7.76,0.47,7.15,38.50,41.99,40.82,42.71,45.36,88.55,89.01,108.67,112.57,101.61,156.93,109.90,92.50,110.29,138.63,146.73,-3.90,-3.71,38.51,44.25,45.64,45.85,43.17,1.10,-0.44,85.1,1,2,32.72,-1.66,-9.22,33.08,87.44,47.66,0,80.00,80.00,2.00,93.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.20,6.10,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:29:18,2,0.60,103.6,14.40,8.86,0.15300,60.01,4.96,40.42,88.78,-999.00,-999.00,0,-12.60,-5.91,9.48,-0.06,7.74,0.45,7.08,38.47,41.93,40.82,42.70,45.35,88.53,88.99,108.65,112.56,101.61,156.89,109.88,92.46,110.26,138.54,146.62,-3.91,-3.73,38.51,44.22,45.63,45.83,43.15,1.06,-0.47,85.2,1,2,32.72,-1.66,-9.22,33.08,87.44,47.68,0,80.00,80.00,2.00,93.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.20,6.10,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:30:08,2,0.60,103.6,14.30,8.82,0.15427,59.98,4.93,40.40,88.77,-999.00,-999.00,0,-12.62,-6.08,9.45,-0.06,7.69,0.42,7.07,38.44,41.93,40.81,42.67,45.34,88.53,88.99,108.65,112.54,101.57,156.81,109.88,92.43,110.25,138.48,146.56,-3.90,-3.73,38.53,44.20,45.62,45.81,43.12,1.04,-0.47,85.3,1,2,32.72,-1.66,-9.22,33.08,87.44,47.70,0,80.00,80.00,2.00,93.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.20,6.10,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:30:52,2,0.59,103.6,14.30,8.83,0.15547,59.99,4.90,40.37,88.77,-999.00,-999.00,0,-12.68,-5.98,9.41,-0.06,7.63,0.39,7.01,38.41,41.91,40.77,42.66,45.34,88.54,89.00,108.64,112.53,101.54,156.80,109.88,92.45,110.24,138.40,146.48,-3.93,-3.74,38.54,44.19,45.60,45.79,43.10,1.01,-0.52,85.4,1,2,32.72,-1.70,-9.22,33.08,87.46,47.66,0,80.00,80.00,2.00,93.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.20,6.10,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:31:48,2,0.60,103.6,14.30,8.82,0.15672,59.99,4.87,40.35,88.77,-999.00,-999.00,0,-12.62,-5.89,9.40,-0.06,7.62,0.39,6.96,38.41,41.88,40.77,42.64,45.34,88.53,88.99,108.62,112.48,101.54,156.66,109.87,92.50,110.22,138.32,146.39,-3.93,-3.74,38.55,44.16,45.59,45.79,43.09,0.99,-0.53,85.5,1,2,32.72,-1.71,-9.22,33.24,87.44,47.71,0,80.00,80.00,2.00,93.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.00,5.90,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:32:35,2,0.60,103.5,14.30,8.78,0.15791,59.98,4.85,40.33,88.78,-999.00,-999.00,0,-12.61,-5.82,9.40,-0.07,7.57,0.34,6.93,38.39,41.88,40.71,42.63,45.33,88.55,89.01,108.58,112.45,101.56,156.50,109.84,92.52,110.19,138.20,146.26,-3.94,-3.75,38.57,44.14,45.58,45.77,43.07,0.97,-0.55,85.5,1,2,32.72,-1.69,-9.22,33.26,87.44,47.68,0,80.00,80.00,2.00,93.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.20,6.10,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:33:23,2,0.59,103.5,14.10,8.56,0.15917,59.99,4.82,40.32,88.78,-999.00,-999.00,0,-12.62,-5.83,9.34,-0.08,7.55,0.34,6.89,38.39,41.85,40.71,42.59,45.30,88.54,89.00,108.56,112.44,101.54,156.46,109.84,92.48,110.19,138.12,146.21,-3.95,-3.77,38.57,44.12,45.57,45.75,43.05,0.92,-0.58,85.4,1,2,32.72,-1.75,-9.18,33.26,87.46,47.68,0,80.00,80.00,2.00,90.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.20,6.10,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:34:18,2,0.59,103.6,13.90,8.57,0.16034,59.98,4.79,40.30,88.76,-999.00,-999.00,0,-12.56,-5.76,9.34,-0.08,7.50,0.33,6.87,38.34,41.85,40.70,42.59,45.29,88.57,89.02,108.47,112.30,101.56,156.17,109.76,92.44,110.10,137.96,145.96,-3.96,-3.76,38.58,44.08,45.56,45.74,43.01,0.91,-0.59,85.5,1,2,32.72,-1.72,-9.08,33.26,87.44,47.66,0,80.00,80.00,2.00,93.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.00,5.90,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:35:08,2,0.59,103.5,13.90,8.58,0.16152,59.98,4.76,40.29,88.78,-999.00,-999.00,0,-12.51,-5.67,9.31,-0.11,7.42,0.26,6.82,38.33,41.82,40.65,42.57,45.28,88.53,88.99,108.42,112.28,101.56,156.01,109.69,92.42,110.03,137.81,145.76,-3.95,-3.76,38.62,44.08,45.53,45.74,42.99,0.88,-0.64,85.6,1,2,32.72,-1.80,-9.04,33.26,87.44,47.66,0,80.00,80.00,2.00,90.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.00,5.90,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:35:58,2,0.59,103.6,14.00,8.60,0.16276,59.98,4.74,40.27,88.76,-999.00,-999.00,0,-12.46,-5.78,9.30,-0.09,7.40,0.24,6.76,38.32,41.83,40.66,42.55,45.28,88.53,89.00,108.38,112.22,101.53,155.89,109.65,92.45,109.97,137.66,145.54,-3.94,-3.75,38.62,44.06,45.53,45.72,42.98,0.86,-0.64,85.6,1,2,32.70,-1.77,-9.04,33.26,87.44,47.66,0,80.00,80.00,2.00,90.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.00,5.90,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:36:48,2,0.59,103.6,14.00,8.60,0.16393,59.98,4.71,40.24,88.77,-999.00,-999.00,0,-12.41,-5.78,9.23,-0.11,7.36,0.22,6.74,38.28,41.76,40.62,42.55,45.27,88.55,89.01,108.36,112.20,101.46,155.82,109.61,92.42,109.94,137.55,145.52,-3.94,-3.75,38.64,44.05,45.52,45.71,42.97,0.85,-0.65,85.7,1,2,32.61,-1.79,-9.04,33.26,87.44,47.68,0,80.00,80.00,2.00,90.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.00,5.90,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:37:38,2,0.59,103.7,14.00,8.61,0.16516,60.02,4.69,40.22,88.78,-999.00,-999.00,0,-12.41,-5.89,9.25,-0.08,7.35,0.23,6.68,38.28,41.78,40.62,42.54,45.25,88.54,89.01,108.35,112.18,101.42,155.70,109.60,92.42,109.95,137.45,145.56,-3.93,-3.75,38.67,44.05,45.50,45.71,42.96,0.84,-0.66,85.5,1,2,32.56,-1.79,-9.04,33.26,87.46,47.68,0,80.00,80.00,2.00,90.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.00,5.90,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:38:27,2,0.59,103.6,14.10,8.56,0.16633,60.00,4.65,40.20,88.76,-999.00,-999.00,0,-12.40,-6.04,9.19,-0.10,7.29,0.20,6.63,38.25,41.75,40.61,42.50,45.24,88.53,89.00,108.32,112.12,101.38,155.70,109.57,92.47,109.92,137.38,145.50,-3.93,-3.74,38.67,44.03,45.48,45.71,42.95,0.83,-0.67,85.5,1,2,32.54,-1.84,-9.08,33.26,87.44,47.98,0,80.00,80.00,2.00,90.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.00,5.90,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:39:17,2,0.59,103.6,13.90,8.56,0.16756,59.99,4.61,40.18,88.78,-999.00,-999.00,0,-12.39,-6.04,9.15,-0.14,7.23,0.14,6.58,38.25,41.71,40.57,42.50,45.23,88.54,89.01,108.27,112.09,101.38,155.58,109.51,92.46,109.86,137.28,145.39,-3.94,-3.74,38.68,44.00,45.47,45.68,42.92,0.80,-0.71,85.3,1,2,32.54,-1.84,-9.06,33.26,87.44,47.78,0,80.00,80.00,2.00,90.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.00,5.90,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:40:08,2,0.59,103.6,14.00,8.61,0.16873,60.00,4.59,40.16,88.77,-999.00,-999.00,0,-12.38,-6.20,9.12,-0.15,7.21,0.09,6.57,38.19,41.71,40.55,42.48,45.23,88.54,89.01,108.25,112.09,101.38,155.56,109.49,92.46,109.84,137.22,145.27,-3.94,-3.72,38.73,44.00,45.47,45.66,42.90,0.79,-0.72,85.3,1,2,32.54,-1.84,-9.19,33.26,87.44,47.95,0,80.00,80.00,2.00,90.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.00,5.90,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:40:58,2,0.59,103.6,14.00,8.59,0.16996,60.02,4.56,40.14,88.77,-999.00,-999.00,0,-12.42,-6.47,9.10,-0.19,7.17,0.09,6.54,38.17,41.66,40.52,42.46,45.23,88.55,89.00,108.26,112.08,101.31,155.46,109.50,92.48,109.84,137.15,145.14,-3.94,-3.73,38.73,43.96,45.45,45.65,42.89,0.78,-0.74,85.3,1,2,32.54,-1.84,-9.22,33.26,87.44,47.68,0,80.00,80.00,2.00,90.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.00,5.90,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:41:48,2,0.59,103.6,13.90,8.58,0.17112,60.02,4.53,40.11,88.77,-999.00,-999.00,0,-12.46,-6.33,9.07,-0.19,7.11,0.06,6.49,38.14,41.66,40.50,42.44,45.21,88.55,89.01,108.22,112.02,101.32,155.35,109.46,92.48,109.80,137.06,145.08,-3.94,-3.76,38.73,43.94,45.44,45.63,42.86,0.73,-0.77,85.3,1,2,32.54,-1.84,-9.40,33.26,87.44,47.66,0,80.00,80.00,2.00,90.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.00,5.90,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
